RTO4_14354	None
RTO4_9444	GO:0003887
RTO4_9444	GO:0005634
RTO4_9444	GO:0006260
RTO4_9444	GO:0008270
RTO4_9444	GO:0003676
RTO4_9444	GO:0000784
RTO4_9444	GO:0008622
RTO4_9444	GO:0003729
RTO4_9444	GO:0003697
RTO4_9444	GO:0008310
RTO4_9444	GO:0003690
RTO4_9444	GO:0006284
RTO4_9444	GO:1903460
RTO4_9444	GO:0045004
RTO4_9444	GO:0006279
RTO4_9444	GO:0031573
RTO4_9444	GO:0007064
RTO4_9444	GO:0010964
RTO4_9444	GO:0070868
RTO4_9444	GO:0033314
RTO4_9444	GO:0035822
RTO4_9444	GO:0042276
RTO4_9444	GO:1902975
RTO4_9444	GO:0006297
RTO4_9444	GO:0006303
RTO4_9444	GO:0006139
RTO4_9444	GO:0006261
RTO4_9444	GO:0008296
RTO4_9444	GO:0006974
RTO4_9444	GO:0022008
RTO4_9444	GO:0006281
RTO4_9444	GO:0035265
RTO4_9444	GO:0000278
RTO4_9444	GO:0007113
RTO4_9444	GO:0000082
RTO4_9444	GO:0000722
RTO4_9444	GO:0000731
RTO4_9444	GO:0003682
RTO4_9444	GO:0005654
RTO4_9444	GO:0005886
RTO4_9444	GO:0006270
RTO4_9444	GO:0006272
RTO4_9444	GO:0006287
RTO4_9444	GO:0048568
RTO4_9444	GO:0051539
RTO4_9444	GO:0090305
RTO4_9444	GO:0016740
RTO4_9444	GO:0016779
RTO4_9444	GO:0046872
RTO4_9444	GO:0051536
RTO4_9444	GO:0071897
RTO4_9444	GO:0006302
RTO4_9444	GO:0005657
RTO4_9444	GO:0009793
RTO4_9444	GO:0048046
RTO4_9444	GO:0000003
RTO4_9444	GO:0006997
RTO4_9444	GO:0009792
RTO4_9444	GO:0040011
RTO4_9444	GO:0040035
RTO4_15435	GO:0008152
RTO4_15435	GO:0016746
RTO4_15435	GO:0006644
RTO4_15435	GO:0004366
RTO4_15435	GO:0005783
RTO4_15435	GO:0008654
RTO4_15435	GO:0016287
RTO4_15435	GO:0006629
RTO4_15435	GO:0016021
RTO4_15435	GO:0016024
RTO4_15435	GO:0030176
RTO4_15435	GO:0005789
RTO4_15435	GO:0016740
RTO4_15435	GO:0016020
RTO4_9441	None
RTO4_10247	None
RTO4_10084	GO:0005634
RTO4_10084	GO:0042254
RTO4_10084	GO:0003674
RTO4_10084	GO:0000461
RTO4_10084	GO:0030688
RTO4_10084	GO:0043021
RTO4_10084	GO:0006364
RTO4_10084	GO:0030686
RTO4_10084	GO:0005737
RTO4_10084	GO:0005730
RTO4_10084	GO:0042255
RTO4_10084	GO:0022008
RTO4_10084	GO:0090277
RTO4_10084	GO:0040018
RTO4_10084	GO:0000462
RTO4_10084	GO:0000479
RTO4_10084	GO:0003924
RTO4_10084	GO:0005525
RTO4_10084	GO:0005654
RTO4_10084	GO:0005829
RTO4_10084	GO:0034511
RTO4_10084	GO:0003723
RTO4_10084	GO:0000003
RTO4_10084	GO:0009792
RTO4_10084	GO:0040011
RTO4_8882	None
RTO4_10083	GO:0016787
RTO4_10083	GO:0006397
RTO4_10083	GO:0016788
RTO4_10083	GO:0008419
RTO4_10083	GO:0005634
RTO4_10083	GO:0045292
RTO4_10083	GO:0007124
RTO4_10083	GO:0032197
RTO4_10083	GO:0016074
RTO4_10083	GO:0006401
RTO4_10083	GO:0006396
RTO4_10083	GO:0000375
RTO4_10083	GO:0000398
RTO4_10083	GO:0046872
RTO4_10083	GO:0090502
RTO4_10083	GO:0003723
RTO4_10083	GO:0005737
RTO4_10083	GO:0000003
RTO4_10083	GO:0006898
RTO4_10083	GO:0009792
RTO4_10083	GO:0040011
RTO4_15113	None
RTO4_9126	GO:0035556
RTO4_9126	GO:0005575
RTO4_9126	GO:0003674
RTO4_9126	GO:0005096
RTO4_9126	GO:0097042
RTO4_9126	GO:1990130
RTO4_9126	GO:0032007
RTO4_9126	GO:2000785
RTO4_9126	GO:0043547
RTO4_9126	GO:0010508
RTO4_9126	GO:0051058
RTO4_9126	GO:0035859
RTO4_9126	GO:1903432
RTO4_9126	GO:0048142
RTO4_9126	GO:0005764
RTO4_9126	GO:0005765
RTO4_9126	GO:0005829
RTO4_9126	GO:0010506
RTO4_9126	GO:0032403
RTO4_9126	GO:0034198
RTO4_9126	GO:0048471
RTO4_9126	GO:1904262
RTO4_9126	GO:0005737
RTO4_9126	GO:0015031
RTO4_9126	GO:0000329
RTO4_9126	GO:0016020
RTO4_9126	GO:0005773
RTO4_9126	GO:0005774
RTO4_9126	GO:0006810
RTO4_11324	None
RTO4_9959	GO:0071704
RTO4_9959	GO:0005975
RTO4_9959	GO:0000287
RTO4_9959	GO:0005622
RTO4_9959	GO:0006012
RTO4_9959	GO:0006014
RTO4_9959	GO:0005634
RTO4_9959	GO:0006011
RTO4_9959	GO:0005992
RTO4_9959	GO:0019255
RTO4_9959	GO:0006874
RTO4_9959	GO:0060361
RTO4_9959	GO:0004619
RTO4_9959	GO:0046331
RTO4_9959	GO:0005515
RTO4_9959	GO:0005576
RTO4_9959	GO:0005737
RTO4_9959	GO:0005980
RTO4_9959	GO:0006094
RTO4_9959	GO:0006096
RTO4_9959	GO:0015629
RTO4_9959	GO:0043312
RTO4_9959	GO:0070062
RTO4_9959	GO:1904724
RTO4_9959	GO:1904813
RTO4_9959	GO:0001725
RTO4_9959	GO:0005198
RTO4_9959	GO:0005913
RTO4_9959	GO:0005914
RTO4_9959	GO:0005925
RTO4_9959	GO:0007155
RTO4_9959	GO:0009898
RTO4_9959	GO:0014704
RTO4_9959	GO:0016010
RTO4_9959	GO:0030018
RTO4_9959	GO:0042383
RTO4_9959	GO:0043034
RTO4_9959	GO:0016853
RTO4_9959	GO:0046872
RTO4_9959	GO:0005856
RTO4_9959	GO:0030054
RTO4_9959	GO:0030055
RTO4_9959	GO:0051156
RTO4_9959	GO:0030003
RTO4_9959	GO:0009507
RTO4_9959	GO:0046686
RTO4_9959	GO:0005886
RTO4_9959	GO:0005739
RTO4_9959	GO:0009941
RTO4_9959	GO:0009570
RTO4_9959	GO:0048046
RTO4_9959	GO:0009792
RTO4_9120	GO:0003676
RTO4_9120	GO:0006397
RTO4_9120	GO:0000166
RTO4_9120	GO:0005685
RTO4_9120	GO:0005829
RTO4_9120	GO:0000381
RTO4_9120	GO:0003729
RTO4_9120	GO:0005681
RTO4_9120	GO:0002119
RTO4_9120	GO:0009792
RTO4_9120	GO:0018991
RTO4_9120	GO:0040011
RTO4_9120	GO:0048477
RTO4_9122	GO:0016491
RTO4_9122	GO:0016706
RTO4_9122	GO:0055114
RTO4_9122	GO:0005575
RTO4_9121	GO:0004298
RTO4_9121	GO:0005839
RTO4_9121	GO:0051603
RTO4_9121	GO:0004175
RTO4_9124	GO:0008150
RTO4_9124	GO:0005575
RTO4_9124	GO:0003674
RTO4_13501	None
RTO4_15537	GO:0005515
RTO4_15537	GO:0005575
RTO4_15537	GO:0003674
RTO4_15537	GO:0008150
RTO4_15537	GO:0007476
RTO4_15537	GO:0005875
RTO4_15537	GO:0000122
RTO4_15537	GO:0000387
RTO4_15537	GO:0005102
RTO4_15537	GO:0005654
RTO4_15537	GO:0005737
RTO4_15537	GO:0005829
RTO4_15537	GO:0010633
RTO4_15537	GO:0010719
RTO4_15537	GO:0030277
RTO4_15537	GO:0030512
RTO4_15537	GO:0032797
RTO4_15537	GO:0034719
RTO4_15537	GO:0050680
RTO4_15537	GO:0060394
RTO4_15537	GO:0003723
RTO4_15537	GO:0005634
RTO4_15537	GO:0006397
RTO4_15537	GO:0008380
RTO4_9952	None
RTO4_13537	None
RTO4_13538	None
RTO4_14811	None
RTO4_9781	GO:0003735
RTO4_9781	GO:0005840
RTO4_9781	GO:0006412
RTO4_12447	GO:0004518
RTO4_12447	GO:0006281
RTO4_12447	GO:0010494
RTO4_12447	GO:0034399
RTO4_12447	GO:0005829
RTO4_12447	GO:0000932
RTO4_12447	GO:0005844
RTO4_12447	GO:0044419
RTO4_12447	GO:0006974
RTO4_12447	GO:0003674
RTO4_12447	GO:0004520
RTO4_12447	GO:0005737
RTO4_12447	GO:0090305
RTO4_10484	GO:0004650
RTO4_10484	GO:0005975
RTO4_10484	GO:0005575
RTO4_10484	GO:0019586
RTO4_10484	GO:0045490
RTO4_10484	GO:0005576
RTO4_10484	GO:0016798
RTO4_10484	GO:0016052
RTO4_10484	GO:0071555
RTO4_10484	GO:0008152
RTO4_10484	GO:0007124
RTO4_10484	GO:0016787
RTO4_10484	GO:0009506
RTO4_10484	GO:0009505
RTO4_10484	GO:0046658
RTO4_10484	GO:0005634
RTO4_10484	GO:0005886
RTO4_10056	None
RTO4_10697	GO:0003677
RTO4_10697	GO:0003899
RTO4_10697	GO:0006351
RTO4_10697	GO:0001065
RTO4_10697	GO:0000997
RTO4_10697	GO:0005829
RTO4_10697	GO:0034245
RTO4_10697	GO:0006390
RTO4_10697	GO:0006269
RTO4_10697	GO:0000002
RTO4_10697	GO:0003896
RTO4_10697	GO:0042645
RTO4_10697	GO:0005739
RTO4_10697	GO:0005515
RTO4_10697	GO:0005759
RTO4_10697	GO:0006391
RTO4_10697	GO:0007005
RTO4_10697	GO:0003723
RTO4_10697	GO:0016740
RTO4_10697	GO:0016779
RTO4_10697	GO:0005737
RTO4_10697	GO:0009507
RTO4_10697	GO:0000003
RTO4_10697	GO:0006898
RTO4_10697	GO:0007413
RTO4_14659	GO:0006886
RTO4_14659	GO:0046872
RTO4_14659	GO:0005774
RTO4_14659	GO:0005634
RTO4_14659	GO:0005829
RTO4_14659	GO:0033565
RTO4_14659	GO:0005628
RTO4_14659	GO:0032266
RTO4_14659	GO:0031321
RTO4_14659	GO:0006897
RTO4_14659	GO:0043328
RTO4_14659	GO:0045053
RTO4_14659	GO:1904669
RTO4_14659	GO:0043130
RTO4_14659	GO:0009405
RTO4_14659	GO:0007269
RTO4_14659	GO:0016082
RTO4_14659	GO:0008021
RTO4_14659	GO:0016079
RTO4_14659	GO:0033619
RTO4_14659	GO:0042059
RTO4_14659	GO:0008293
RTO4_14659	GO:0032509
RTO4_14659	GO:0006887
RTO4_14659	GO:0016197
RTO4_14659	GO:0005768
RTO4_14659	GO:0016050
RTO4_14659	GO:0007298
RTO4_14659	GO:0045743
RTO4_14659	GO:2000274
RTO4_14659	GO:0045752
RTO4_14659	GO:0008593
RTO4_14659	GO:0031398
RTO4_14659	GO:0001933
RTO4_14659	GO:0051726
RTO4_14659	GO:1990182
RTO4_14659	GO:0016322
RTO4_14659	GO:0042058
RTO4_14659	GO:0005515
RTO4_14659	GO:0005764
RTO4_14659	GO:0005769
RTO4_14659	GO:0006622
RTO4_14659	GO:0007165
RTO4_14659	GO:0008285
RTO4_14659	GO:0010324
RTO4_14659	GO:0010628
RTO4_14659	GO:0016236
RTO4_14659	GO:0016579
RTO4_14659	GO:0019904
RTO4_14659	GO:0031901
RTO4_14659	GO:0032585
RTO4_14659	GO:0036258
RTO4_14659	GO:0042176
RTO4_14659	GO:0043231
RTO4_14659	GO:0043405
RTO4_14659	GO:0046426
RTO4_14659	GO:0061024
RTO4_14659	GO:0070062
RTO4_14659	GO:0072657
RTO4_14659	GO:1903543
RTO4_14659	GO:0005737
RTO4_14659	GO:0006810
RTO4_14659	GO:0008333
RTO4_14659	GO:0015031
RTO4_14659	GO:0016020
RTO4_14659	GO:0030141
RTO4_14659	GO:0010008
RTO4_14659	GO:0045324
RTO4_14659	GO:0006623
RTO4_14659	GO:0097499
RTO4_14659	GO:0000003
RTO4_14659	GO:0002119
RTO4_14659	GO:0006914
RTO4_14659	GO:0009792
RTO4_14659	GO:0010171
RTO4_14659	GO:0018996
RTO4_14659	GO:0040011
RTO4_9748	GO:0015078
RTO4_9748	GO:0015991
RTO4_9748	GO:0033177
RTO4_9748	GO:0033179
RTO4_9748	GO:0006091
RTO4_9748	GO:0046961
RTO4_9748	GO:0005783
RTO4_9748	GO:0016021
RTO4_9748	GO:0006879
RTO4_9748	GO:0006878
RTO4_9748	GO:0007035
RTO4_9748	GO:0046677
RTO4_9748	GO:0009306
RTO4_9748	GO:0006623
RTO4_9748	GO:0007033
RTO4_9748	GO:0006897
RTO4_9748	GO:0044182
RTO4_9748	GO:0000329
RTO4_9748	GO:0071944
RTO4_9748	GO:0000220
RTO4_9748	GO:0033181
RTO4_9748	GO:0033227
RTO4_9748	GO:0045169
RTO4_9748	GO:0007476
RTO4_9748	GO:0005515
RTO4_9748	GO:0005765
RTO4_9748	GO:0005886
RTO4_9748	GO:0005925
RTO4_9748	GO:0007042
RTO4_9748	GO:0008286
RTO4_9748	GO:0010008
RTO4_9748	GO:0015992
RTO4_9748	GO:0016032
RTO4_9748	GO:0016241
RTO4_9748	GO:0030177
RTO4_9748	GO:0030670
RTO4_9748	GO:0031625
RTO4_9748	GO:0033572
RTO4_9748	GO:0034220
RTO4_9748	GO:0035577
RTO4_9748	GO:0043312
RTO4_9748	GO:0046933
RTO4_9748	GO:0070062
RTO4_9748	GO:0070821
RTO4_9748	GO:0090383
RTO4_9748	GO:0101003
RTO4_9748	GO:0005764
RTO4_9748	GO:0005773
RTO4_9748	GO:0005794
RTO4_9748	GO:0006810
RTO4_9748	GO:0006811
RTO4_9748	GO:0008553
RTO4_9748	GO:0016020
RTO4_9748	GO:0016471
RTO4_9748	GO:0005774
RTO4_9748	GO:0000324
RTO4_9748	GO:0009507
RTO4_9748	GO:0010940
RTO4_9748	GO:0043068
RTO4_9748	GO:0000003
RTO4_9748	GO:0002119
RTO4_9748	GO:0006898
RTO4_9748	GO:0009792
RTO4_9748	GO:0070265
RTO4_9748	GO:0016246
RTO4_9748	GO:0018996
RTO4_9748	GO:0040011
RTO4_9748	GO:0040018
RTO4_9748	GO:0040035
RTO4_8470	None
RTO4_12422	GO:0005488
RTO4_12422	GO:0003674
RTO4_12422	GO:0005575
RTO4_12422	GO:0008150
RTO4_12422	GO:0005634
RTO4_12422	GO:0005737
RTO4_12422	GO:0000003
RTO4_12422	GO:0009792
RTO4_12422	GO:0048477
RTO4_12420	GO:0003674
RTO4_12420	GO:0005575
RTO4_12420	GO:0008150
RTO4_12421	GO:0003937
RTO4_12421	GO:0004643
RTO4_12421	GO:0006164
RTO4_12421	GO:0003824
RTO4_12421	GO:0006139
RTO4_12421	GO:0005829
RTO4_12421	GO:0005886
RTO4_12421	GO:0006189
RTO4_12421	GO:0042060
RTO4_12421	GO:0003360
RTO4_12421	GO:0005739
RTO4_12421	GO:0005913
RTO4_12421	GO:0009116
RTO4_12421	GO:0009168
RTO4_12421	GO:0010035
RTO4_12421	GO:0016020
RTO4_12421	GO:0021549
RTO4_12421	GO:0021987
RTO4_12421	GO:0031100
RTO4_12421	GO:0042803
RTO4_12421	GO:0046452
RTO4_12421	GO:0046654
RTO4_12421	GO:0070062
RTO4_12421	GO:0098609
RTO4_12421	GO:0098641
RTO4_12421	GO:0008152
RTO4_12421	GO:0009259
RTO4_12421	GO:0016740
RTO4_12421	GO:0016787
RTO4_12421	GO:0030437
RTO4_12421	GO:0009060
RTO4_12421	GO:0009570
RTO4_12421	GO:0009507
RTO4_12421	GO:0000003
RTO4_14518	GO:0003674
RTO4_14518	GO:0005575
RTO4_14518	GO:0008150
RTO4_14518	GO:0007476
RTO4_14518	GO:0005730
RTO4_14518	GO:0046872
RTO4_14518	GO:2000774
RTO4_14518	GO:0005634
RTO4_14518	GO:0006915
RTO4_10713	GO:0003674
RTO4_10713	GO:0005575
RTO4_10713	GO:0008150
RTO4_10713	GO:0071949
RTO4_10713	GO:0005634
RTO4_10713	GO:0005576
RTO4_10713	GO:0016020
RTO4_10713	GO:0005737
RTO4_10713	GO:0005654
RTO4_10713	GO:0005789
RTO4_10713	GO:0005794
RTO4_10713	GO:0005829
RTO4_10713	GO:0009851
RTO4_10713	GO:0047434
#N/A	None
RTO4_9713	GO:0016021
RTO4_9713	GO:0055085
RTO4_9713	GO:0003674
#N/A	None
RTO4_14570	GO:0005515
RTO4_14570	GO:0008270
RTO4_12547	GO:0007286
RTO4_12547	GO:0007291
RTO4_12547	GO:0005575
RTO4_12547	GO:0004842
RTO4_12547	GO:0016567
RTO4_12547	GO:0042742
RTO4_12547	GO:0003674
RTO4_12547	GO:0008150
RTO4_12547	GO:0001934
RTO4_12547	GO:0005515
RTO4_12547	GO:0005829
RTO4_12547	GO:0005886
RTO4_12547	GO:0006915
RTO4_12547	GO:0007032
RTO4_12547	GO:0007040
RTO4_12547	GO:0008333
RTO4_12547	GO:0015031
RTO4_12547	GO:0031625
RTO4_12547	GO:0032092
RTO4_12547	GO:0045022
RTO4_12547	GO:0061630
RTO4_12547	GO:0070695
RTO4_12547	GO:0030897
RTO4_12547	GO:0005737
RTO4_12547	GO:0006810
RTO4_12547	GO:0016020
RTO4_8821	None
RTO4_15691	GO:0016881
RTO4_15691	GO:0005634
RTO4_15691	GO:0005829
RTO4_15691	GO:0008150
RTO4_15691	GO:0045116
RTO4_15691	GO:0019788
RTO4_15691	GO:0005575
RTO4_15691	GO:0006464
RTO4_15691	GO:0004842
RTO4_15691	GO:0018169
RTO4_15691	GO:0045879
RTO4_15691	GO:0005515
RTO4_15691	GO:0005524
RTO4_15691	GO:0005737
RTO4_15691	GO:0007179
RTO4_15691	GO:0016567
RTO4_15691	GO:0038061
RTO4_15691	GO:0043525
RTO4_15691	GO:0070062
RTO4_15691	GO:0000166
RTO4_15691	GO:0016874
RTO4_8816	GO:0005515
RTO4_8816	GO:0006886
RTO4_8816	GO:0008536
RTO4_8816	GO:0005488
RTO4_8816	GO:0005730
RTO4_8816	GO:0008565
RTO4_8816	GO:0005643
RTO4_8816	GO:0031965
RTO4_8816	GO:0034399
RTO4_8816	GO:0005635
RTO4_8816	GO:0005829
RTO4_8816	GO:0008139
RTO4_8816	GO:0006607
RTO4_8816	GO:0006610
RTO4_8816	GO:2000220
RTO4_8816	GO:0010494
RTO4_8816	GO:0000059
RTO4_8816	GO:0000060
RTO4_8816	GO:0000790
RTO4_8816	GO:0005737
RTO4_8816	GO:0006335
RTO4_8816	GO:0006336
RTO4_8816	GO:0015031
RTO4_8816	GO:0016020
RTO4_8816	GO:0043234
RTO4_8816	GO:0005634
RTO4_8816	GO:0006810
RTO4_8816	GO:0042254
RTO4_8816	GO:0016021
RTO4_8816	GO:0051028
RTO4_8816	GO:0006606
RTO4_15697	GO:0016491
RTO4_15697	GO:0055114
RTO4_8822	None
RTO4_10061	GO:0005515
RTO4_10059	GO:0006810
RTO4_10059	GO:0016020
RTO4_10059	GO:0055085
RTO4_10059	GO:0003333
RTO4_10059	GO:0015171
RTO4_10059	GO:0006865
RTO4_10059	GO:0016021
RTO4_10060	GO:0006891
RTO4_10060	GO:0017119
RTO4_10060	GO:0061024
RTO4_10060	GO:0005794
RTO4_10060	GO:0007112
RTO4_10060	GO:0007290
RTO4_10060	GO:0003674
RTO4_10060	GO:0000916
RTO4_10060	GO:0000212
RTO4_10060	GO:0007111
RTO4_10060	GO:0007110
RTO4_10060	GO:0001675
RTO4_10060	GO:0000139
RTO4_10060	GO:0005515
RTO4_10060	GO:0005654
RTO4_10060	GO:0005829
RTO4_10060	GO:0006888
RTO4_10060	GO:0015031
RTO4_10060	GO:0016020
RTO4_10060	GO:0032588
RTO4_10060	GO:0005737
RTO4_10060	GO:0006810
RTO4_10060	GO:0048219
RTO4_10060	GO:0009507
RTO4_10060	GO:0009792
RTO4_10060	GO:0040039
RTO4_11138	GO:0003735
RTO4_11138	GO:0005622
RTO4_11138	GO:0005840
RTO4_11138	GO:0006412
RTO4_12799	None
RTO4_10380	GO:0003840
RTO4_10380	GO:0006749
RTO4_10380	GO:0005575
RTO4_16603	None
RTO4_12918	GO:0005525
RTO4_12918	GO:0005634
RTO4_12918	GO:0005737
RTO4_12918	GO:0005829
RTO4_12918	GO:0008150
RTO4_12918	GO:0003924
RTO4_12918	GO:0000329
RTO4_12918	GO:0031902
RTO4_12918	GO:0000790
RTO4_12918	GO:1990131
RTO4_12918	GO:0034448
RTO4_12918	GO:1904263
RTO4_12918	GO:0016237
RTO4_12918	GO:0045944
RTO4_12918	GO:1903778
RTO4_12918	GO:0010507
RTO4_12918	GO:0043547
RTO4_12918	GO:0005575
RTO4_12918	GO:0046982
RTO4_12918	GO:0032008
RTO4_12918	GO:0071230
RTO4_12918	GO:0000287
RTO4_12918	GO:0005515
RTO4_12918	GO:0005764
RTO4_12918	GO:0006351
RTO4_12918	GO:0006915
RTO4_12918	GO:0007050
RTO4_12918	GO:0007264
RTO4_12918	GO:0008380
RTO4_12918	GO:0010506
RTO4_12918	GO:0016049
RTO4_12918	GO:0016236
RTO4_12918	GO:0019003
RTO4_12918	GO:0032006
RTO4_12918	GO:0034198
RTO4_12918	GO:0034613
RTO4_12918	GO:0043200
RTO4_12918	GO:0043231
RTO4_12918	GO:1903432
RTO4_12918	GO:0005654
RTO4_12918	GO:0005813
RTO4_12918	GO:0009267
RTO4_12918	GO:0000166
RTO4_12918	GO:0016021
RTO4_12918	GO:0005774
RTO4_12918	GO:0005773
RTO4_12918	GO:0006914
RTO4_12918	GO:0015031
RTO4_12918	GO:0016020
RTO4_12918	GO:0006810
RTO4_12918	GO:0008340
RTO4_12918	GO:2000785
RTO4_12918	GO:0009792
RTO4_11582	GO:0016021
RTO4_11582	GO:0005783
RTO4_11582	GO:0003674
RTO4_11582	GO:0008150
RTO4_11582	GO:0005737
RTO4_11582	GO:0016020
RTO4_11582	GO:0005789
RTO4_13740	GO:0008152
RTO4_13740	GO:0006534
RTO4_13740	GO:0030170
RTO4_13740	GO:0031071
RTO4_13740	GO:0044571
RTO4_13740	GO:0005634
RTO4_13740	GO:0005739
RTO4_13740	GO:1990221
RTO4_13740	GO:0006879
RTO4_13740	GO:0016226
RTO4_13740	GO:0070903
RTO4_13740	GO:0002143
RTO4_13740	GO:0006388
RTO4_13740	GO:0004123
RTO4_13740	GO:0003824
RTO4_13740	GO:0005737
RTO4_13740	GO:0006523
RTO4_13740	GO:0005875
RTO4_13740	GO:0000096
RTO4_13740	GO:0005515
RTO4_13740	GO:0005654
RTO4_13740	GO:0005759
RTO4_13740	GO:0005829
RTO4_13740	GO:0006461
RTO4_13740	GO:0006777
RTO4_13740	GO:0018283
RTO4_13740	GO:0032324
RTO4_13740	GO:0042803
RTO4_13740	GO:0044281
RTO4_13740	GO:0046872
RTO4_13740	GO:0051536
RTO4_13740	GO:0016740
RTO4_13740	GO:0008033
RTO4_13740	GO:0034227
RTO4_13740	GO:0002098
RTO4_13740	GO:0009507
RTO4_13740	GO:0005524
RTO4_13740	GO:0000003
RTO4_13740	GO:0002119
RTO4_13740	GO:0009792
RTO4_13739	GO:0006506
RTO4_13739	GO:0016021
RTO4_13739	GO:0017176
RTO4_13739	GO:0005783
RTO4_13739	GO:0000506
RTO4_13739	GO:0006909
RTO4_13739	GO:0048812
RTO4_13739	GO:0042996
RTO4_13739	GO:0045313
RTO4_13739	GO:0003824
RTO4_13739	GO:0005789
RTO4_13739	GO:0016254
RTO4_13739	GO:0016020
RTO4_13739	GO:0016740
RTO4_13739	GO:0016757
RTO4_13739	GO:0005634
RTO4_12968	GO:0005829
RTO4_12968	GO:0019776
RTO4_12968	GO:0006501
RTO4_12968	GO:0032258
RTO4_12968	GO:0044805
RTO4_12968	GO:0000045
RTO4_12968	GO:0034727
RTO4_12968	GO:0000422
RTO4_12968	GO:0005634
RTO4_12968	GO:0006914
RTO4_12968	GO:0019787
RTO4_12968	GO:0009267
RTO4_12968	GO:0061723
RTO4_12968	GO:0000153
RTO4_12968	GO:0005515
RTO4_12968	GO:0006464
RTO4_12968	GO:0006612
RTO4_12968	GO:0016236
RTO4_12968	GO:0016567
RTO4_12968	GO:0016874
RTO4_12968	GO:0019777
RTO4_12968	GO:0019899
RTO4_12968	GO:0043653
RTO4_12968	GO:0044804
RTO4_12968	GO:0050765
RTO4_12968	GO:1902017
RTO4_12968	GO:0005737
RTO4_12968	GO:0006810
RTO4_12968	GO:0015031
RTO4_12968	GO:0006950
RTO4_12968	GO:0008340
RTO4_12968	GO:0040007
RTO4_12966	GO:0008121
RTO4_12966	GO:0005750
RTO4_12966	GO:0005886
RTO4_12966	GO:0009060
RTO4_12966	GO:0006122
RTO4_12966	GO:1902600
RTO4_12966	GO:0016021
RTO4_12966	GO:0005739
RTO4_12966	GO:0055114
RTO4_12966	GO:0016020
RTO4_12966	GO:0070469
RTO4_12966	GO:0005743
RTO4_16750	GO:0005515
RTO4_16750	GO:0005737
RTO4_16750	GO:0009507
RTO4_16750	GO:0005829
RTO4_16750	GO:0046686
RTO4_16750	GO:0005634
RTO4_16750	GO:0043295
RTO4_16750	GO:0048046
RTO4_16750	GO:0009570
RTO4_16750	GO:0005774
RTO4_16750	GO:0005886
RTO4_16750	GO:0009506
RTO4_12006	GO:0003677
RTO4_12006	GO:0005634
RTO4_12006	GO:0006351
RTO4_12006	GO:0008270
RTO4_10974	None
RTO4_14496	None
RTO4_10309	None
RTO4_10310	GO:0003824
RTO4_10310	GO:0008152
RTO4_10310	GO:0005575
RTO4_14533	GO:0005515
RTO4_10725	None
RTO4_12812	GO:0003723
RTO4_12812	GO:0005515
RTO4_12812	GO:0005488
RTO4_12812	GO:0043489
RTO4_12812	GO:0048255
RTO4_12812	GO:0000184
RTO4_12812	GO:0003677
RTO4_12812	GO:0005829
RTO4_12812	GO:0005844
RTO4_12812	GO:0070478
RTO4_12812	GO:0006310
RTO4_12812	GO:0016070
RTO4_12812	GO:0007274
RTO4_12812	GO:0050808
RTO4_12812	GO:0000932
RTO4_12812	GO:0001889
RTO4_12812	GO:0005634
RTO4_12812	GO:0005737
RTO4_12812	GO:0006406
RTO4_12812	GO:0031100
RTO4_12812	GO:0035145
RTO4_12812	GO:0042162
RTO4_12812	GO:0048471
RTO4_12812	GO:0006986
RTO4_12812	GO:0003674
RTO4_10732	GO:0005515
RTO4_10732	GO:0006886
RTO4_10732	GO:0016192
RTO4_10732	GO:0030131
RTO4_10732	GO:0006810
RTO4_10732	GO:0030126
RTO4_10732	GO:0051645
RTO4_10732	GO:0006888
RTO4_10732	GO:0006890
RTO4_10732	GO:0048313
RTO4_10732	GO:0003674
RTO4_10732	GO:0006909
RTO4_10732	GO:0010883
RTO4_10732	GO:0009306
RTO4_10732	GO:0007436
RTO4_10732	GO:0035158
RTO4_10732	GO:0000139
RTO4_10732	GO:0005789
RTO4_10732	GO:0005829
RTO4_10732	GO:0008344
RTO4_10732	GO:0016020
RTO4_10732	GO:0021691
RTO4_10732	GO:0030133
RTO4_10732	GO:0043473
RTO4_10732	GO:0003723
RTO4_10732	GO:0005737
RTO4_10732	GO:0005783
RTO4_10732	GO:0005794
RTO4_10732	GO:0015031
RTO4_10732	GO:0030137
RTO4_10732	GO:0031410
RTO4_10732	GO:0048193
RTO4_10732	GO:0030663
RTO4_10732	GO:0009506
RTO4_10732	GO:0000003
RTO4_10732	GO:0002119
RTO4_10732	GO:0006915
RTO4_10732	GO:0018996
RTO4_9552	GO:0016491
RTO4_9552	GO:0016706
RTO4_9552	GO:0055114
RTO4_9552	GO:0005506
RTO4_9552	GO:0005575
RTO4_9553	GO:0055114
RTO4_9553	GO:0005575
RTO4_9553	GO:0003674
RTO4_9553	GO:0008150
RTO4_9553	GO:0035690
RTO4_16247	None
RTO4_11046	GO:0004518
RTO4_11046	GO:0034477
RTO4_11046	GO:1990838
RTO4_11046	GO:0005634
RTO4_11046	GO:0008150
RTO4_11046	GO:0005515
RTO4_11046	GO:0000175
RTO4_11046	GO:0006397
RTO4_11046	GO:0008380
RTO4_11046	GO:0045171
RTO4_11046	GO:0090503
RTO4_11046	GO:0016787
RTO4_9125	GO:0008270
RTO4_9125	GO:0016787
RTO4_9125	GO:0003824
RTO4_9125	GO:0005634
